number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
2.0,3,2,2023.0,15.0,51.4,4,38900000.0
4.0,5,1,1996.0,9.0,150.8,3,120000000.0
3.0,1,2,2021.0,10.0,63.0,4,38500000.0
2.0,2,2,2023.0,7.0,47.0,4,32000000.0
3.0,2,3,1989.0,4.0,74.0,3,47000000.0
3.0,2,3,1983.0,1.0,74.0,3,46000000.0
2.0,3,3,2000.0,3.0,50.0,3,40500000.0
3.0,0,0,1965.0,2.0,50.3,3,23000000.0
2.0,1,2,2022.0,9.0,61.2,0,48960000.0
3.0,6,2,2021.0,7.0,85.0,3,43000000.0
2.0,2,3,1962.0,1.0,42.7,1,26000000.0
2.0,1,2,2020.0,12.0,54.0,3,48000000.0
1.0,2,3,1993.0,10.0,44.3,1,31000000.0
2.0,6,2,2022.0,4.0,63.0,3,40000000.0
3.0,0,2,2014.0,2.0,75.0,3,36000000.0
2.0,6,2,2013.0,7.0,74.5,3,30400000.0
2.0,3,2,2022.0,17.0,75.0,3,77000000.0
1.0,3,2,2019.0,10.0,40.3,3,38500000.0
1.0,2,3,1966.0,2.0,18.0,3,13500000.0
3.0,3,3,1972.0,3.0,61.5,3,38500000.0
2.0,1,3,1980.0,4.0,45.0,3,27499000.0
4.0,5,1,1993.0,3.0,150.0,3,175000000.0
1.0,4,2,2023.0,8.0,40.0,3,34000000.0
1.0,1,2,2022.0,6.0,34.1,4,22500000.0
3.0,5,2,2014.0,2.0,124.0,3,160000000.0
2.0,5,2,2012.0,1.0,82.0,1,90000000.0
1.0,3,3,1981.0,1.0,34.0,3,27900000.0
3.0,2,3,1974.0,2.0,60.0,3,31000000.0
2.0,3,2,2023.0,6.0,62.0,4,41000000.0
2.0,3,2,2019.0,8.0,62.0,3,47500000.0
1.0,3,3,1993.0,1.0,40.6,3,33990000.0
3.0,2,1,2005.0,3.0,73.3,3,53000000.0
1.0,2,3,1966.0,4.0,18.0,1,15000000.0
3.0,3,3,1974.0,5.0,62.0,3,35000000.0
3.0,3,2,2019.0,12.0,82.0,3,60000000.0
2.0,0,2,2019.0,8.0,55.0,3,35000000.0
2.0,6,2,2023.0,1.0,48.5,4,34500000.0
1.0,0,2,2022.0,4.0,36.9,2,18000000.0
2.0,2,3,1986.0,4.0,55.0,3,36000000.0
2.0,0,2,2018.0,9.0,68.0,3,36000000.0
3.0,7,1,1975.0,2.0,68.0,3,43000000.0
1.0,6,2,2021.0,1.0,28.0,3,21000000.0
2.0,6,2,2021.0,6.0,72.0,3,32800000.0
1.0,7,2,2020.0,1.0,44.0,3,30000000.0
3.0,6,2,2013.0,10.0,95.0,3,57700000.0
1.0,3,1,1964.0,4.0,33.0,3,25000000.0
3.0,6,2,2022.0,1.0,77.0,0,32000000.0
3.0,1,1,1974.0,7.0,80.0,3,55500000.0
2.0,5,2,2023.0,10.0,62.63,0,27000000.0
2.0,6,2,2014.0,5.0,70.0,3,52000000.0
1.0,6,2,2023.0,4.0,26.0,4,12900000.0
2.0,3,2,2022.0,2.0,70.0,0,42000000.0
1.0,2,3,1966.0,2.0,32.0,3,21000000.0
3.0,5,2,2010.0,3.0,138.0,3,128000000.0
2.0,6,2,2023.0,3.0,65.5,4,39955000.0
3.0,2,3,1989.0,4.0,74.1,3,51500000.0
1.0,6,2,2020.0,12.0,39.0,3,25900000.0
2.0,6,2,2022.0,5.0,60.0,3,30000000.0
2.0,4,2,1985.0,2.0,54.0,2,30500000.0
1.0,1,2,2024.0,11.0,47.26,4,33500000.0
2.0,0,2,2016.0,8.0,55.0,3,35000000.0
2.0,6,3,1990.0,4.0,52.0,3,32500000.0
1.0,6,2,2022.0,9.0,50.0,3,24800000.0
1.0,0,3,2023.0,2.0,41.16,4,20015920.0
3.0,3,1,1961.0,3.0,53.0,1,37500000.0
2.0,2,3,1968.0,3.0,46.0,1,25700000.0
2.0,2,3,1994.0,9.0,62.0,3,43000000.0
2.0,0,0,2011.0,1.0,67.0,3,36000000.0
1.0,6,2,2022.0,6.0,50.5,3,23500000.0
3.0,6,2,2010.0,7.0,88.2,3,68000000.0
2.0,6,2,2022.0,4.0,50.0,3,28500000.0
3.0,6,2,2012.0,2.0,108.0,3,50000000.0
1.0,5,2,2017.0,9.0,38.0,3,30000000.0
1.0,2,2,2023.0,7.0,33.0,4,21000000.0
1.0,6,2,2022.0,6.0,40.8,0,16900000.0
1.0,0,2,2010.0,8.0,51.0,3,25800000.0
2.0,0,1,1967.0,1.0,43.0,3,20000000.0
2.0,0,2,2018.0,1.0,67.0,3,34000000.0
1.0,0,2,2017.0,13.0,42.0,3,26500000.0
3.0,3,3,1979.0,4.0,62.0,3,44000000.0
2.0,7,3,1996.0,4.0,52.0,3,26500000.0
2.0,3,2,2021.0,2.0,48.0,3,49900000.0
3.0,4,2,2021.0,7.0,56.4,3,31000000.0
2.0,0,2,2017.0,1.0,50.0,3,28000000.0
2.0,6,2,2022.0,1.0,72.0,3,35500000.0
3.0,2,1,1997.0,1.0,67.0,3,50000000.0
2.0,3,2,2018.0,11.0,60.0,3,48000000.0
3.0,6,2,2012.0,16.0,128.3,3,61000000.0
3.0,6,2,2011.0,10.0,89.8,4,44676039.0
2.0,1,1,1983.0,5.0,52.0,3,34000000.0
3.0,3,3,1972.0,1.0,61.2,1,37500000.0
3.0,1,3,1977.0,5.0,58.1,1,37000000.0
2.0,0,2,2010.0,9.0,66.0,3,35500000.0
3.0,0,2,2012.0,9.0,147.0,3,58000000.0
3.0,5,2,2023.0,4.0,93.0,3,68000000.0
2.0,1,2,2012.0,18.0,67.0,3,45000000.0
2.0,0,2,2023.0,1.0,72.51,4,33000000.0
3.0,7,0,1962.0,2.0,51.0,1,23400000.0
2.0,1,2,2022.0,7.0,48.8,4,36000000.0
2.0,3,1,1961.0,3.0,38.8,3,28000000.0
1.0,7,2,2021.0,3.0,41.0,3,25700000.0
3.0,3,2,2023.0,8.0,80.0,3,106000000.0
3.0,2,3,1964.0,3.0,60.0,3,32700000.0
2.0,7,1,1984.0,3.0,53.9,3,31000000.0
3.0,2,3,1989.0,7.0,72.0,3,45500000.0
2.0,2,2,2023.0,2.0,71.0,3,61500000.0
1.0,3,1,1979.0,4.0,29.8,3,23500000.0
2.0,1,1,1957.0,3.0,44.0,3,25990000.0
2.0,7,2,2023.0,2.0,67.0,0,28500000.0
2.0,5,2,2018.0,4.0,46.6,0,60000000.0
2.0,3,3,1976.0,4.0,44.0,3,31000000.0
4.0,3,2,2022.0,2.0,160.0,0,320000000.0
3.0,0,2,2014.0,1.0,75.6,3,46000000.0
1.0,4,2,2023.0,1.0,36.5,4,14000000.0
1.0,3,2,2017.0,1.0,20.0,1,8500000.0
2.0,2,2,2023.0,17.0,71.4,2,50000000.0
2.0,4,2,2022.0,8.0,56.6,3,30500000.0
1.0,6,2,2019.0,9.0,45.0,3,22800000.0
1.0,3,1,1961.0,2.0,30.0,3,26000000.0
2.0,1,3,1977.0,2.0,52.0,3,40500000.0
1.0,1,2,2022.0,3.0,43.0,3,47500000.0
4.0,3,1,2011.0,3.0,172.0,3,99000000.0
3.0,2,2,2018.0,3.0,104.0,1,68700000.0
3.0,1,2,2019.0,4.0,66.0,3,44000000.0
3.0,0,2,2017.0,5.0,71.0,1,34500000.0
3.0,4,3,1989.0,3.0,70.0,3,36500000.0
3.0,1,2,2023.0,1.0,92.0,0,50000000.0
1.0,6,2,2022.0,1.0,30.0,4,17500000.0
2.0,2,2,2023.0,2.0,53.3,0,51000000.0
1.0,3,2,2023.0,5.0,43.6,0,34500000.0
2.0,6,2,2013.0,5.0,60.0,3,43000000.0
3.0,3,2,2019.0,11.0,96.6,3,83000000.0
3.0,3,2,2023.0,3.0,91.52,0,58000000.0
3.0,5,2,2007.0,3.0,95.3,3,110000000.0
3.0,1,2,2011.0,2.0,75.0,3,52000000.0
4.0,3,2,2021.0,1.0,102.5,3,82000000.0
1.0,7,2,2021.0,5.0,33.0,3,19500000.0
3.0,6,2,2012.0,4.0,180.0,3,119500000.0
2.0,2,1,1986.0,1.0,48.0,3,30700000.0
3.0,5,2,2021.0,4.0,79.0,3,44000000.0
1.0,6,1,1974.0,1.0,20.0,3,10500000.0
4.0,3,3,1988.0,9.0,100.0,1,60000000.0
1.0,6,2,2019.0,1.0,40.0,3,23000000.0
3.0,4,2,2009.0,6.0,105.0,3,30000000.0
3.0,3,1,1973.0,2.0,86.2,3,71000000.0
2.0,5,2,2022.0,5.0,48.0,0,22500000.0
2.0,2,2,2002.0,8.0,53.0,3,45000000.0
4.0,4,3,1985.0,5.0,74.0,3,46000000.0
2.0,0,2,2021.0,8.0,58.2,3,38000000.0
3.0,6,2,2022.0,6.0,56.0,3,29000000.0
3.0,4,2,2022.0,6.0,80.7,4,46000000.0
1.0,3,2,2023.0,10.0,37.9,3,36700000.0
3.0,4,2,2008.0,6.0,104.0,3,37500000.0
3.0,3,2,2022.0,17.0,100.0,3,76900000.0
3.0,3,3,1976.0,2.0,59.0,3,38000000.0
1.0,5,2,2011.0,5.0,28.2,3,32500000.0
2.0,5,2,2021.0,3.0,51.0,3,35000000.0
1.0,0,2,2013.0,4.0,30.0,3,17500000.0
3.0,1,2,2023.0,11.0,74.2,4,49700000.0
3.0,1,2,2007.0,13.0,132.9,3,87500000.0
4.0,2,2,2018.0,3.0,112.0,3,84000000.0
2.0,6,2,2022.0,7.0,60.2,3,41000000.0
1.0,6,2,2022.0,9.0,31.0,3,19200000.0
3.0,6,2,2022.0,3.0,74.0,3,80000000.0
1.0,7,2,2023.0,7.0,40.8,4,20300000.0
4.0,5,2,2021.0,7.0,105.7,4,99000000.0
2.0,2,3,1965.0,3.0,43.0,3,28500000.0
3.0,1,1,1961.0,4.0,75.0,3,50000000.0
2.0,3,1,1963.0,4.0,40.0,3,25500000.0
2.0,6,2,2023.0,2.0,50.0,0,35000000.0
2.0,2,2,2002.0,8.0,53.0,3,45000000.0
1.0,1,3,1976.0,2.0,31.0,3,27500000.0
2.0,1,2,2021.0,4.0,63.0,3,45000000.0
2.0,6,2,2022.0,3.0,64.0,3,36500000.0
1.0,1,2,2023.0,9.0,42.68,2,41000000.0
3.0,5,3,1975.0,4.0,60.0,3,39300000.0
3.0,5,2,2022.0,10.0,80.0,3,85000000.0
3.0,5,2,2019.0,11.0,115.8,3,150000000.0
4.0,1,2,1989.0,12.0,90.0,3,55000000.0
4.0,3,2,2012.0,2.0,127.0,3,115000000.0
3.0,3,2,2018.0,7.0,86.0,3,65000000.0
3.0,1,2,2020.0,5.0,84.0,3,66250000.0
3.0,6,2,2019.0,1.0,77.0,3,53000000.0
3.0,6,2,2021.0,1.0,90.0,4,34500000.0
3.0,3,2,2021.0,5.0,114.0,3,124999999.0
2.0,6,2,2022.0,3.0,64.3,3,31000000.0
3.0,5,2,2007.0,3.0,150.0,3,138000000.0
4.0,5,1,1991.0,1.0,100.0,3,98000000.0
1.0,6,2,2022.0,3.0,40.0,3,22900000.0
3.0,0,2,2018.0,2.0,90.0,3,50000000.0
2.0,5,2,2023.0,7.0,50.25,0,25000000.0
4.0,5,2,2005.0,6.0,160.0,3,155000000.0
1.0,0,2,2019.0,6.0,38.0,3,22500000.0
3.0,3,2,2019.0,4.0,96.8,3,83500000.0
3.0,2,2,1971.0,1.0,55.0,3,36000000.0
1.0,5,2,2015.0,6.0,48.8,3,49900000.0
2.0,0,2,2020.0,12.0,58.0,3,32900000.0
1.0,2,3,1966.0,1.0,31.0,2,16300000.0
3.0,1,3,1977.0,3.0,61.8,1,36500000.0
3.0,3,2,2016.0,12.0,74.9,3,66000000.0
3.0,1,2,2020.0,10.0,97.0,3,79000000.0
1.0,6,2,2022.0,3.0,39.0,0,24000000.0
3.0,5,2,2020.0,5.0,61.0,3,62000000.0
2.0,6,2,2022.0,5.0,76.1,3,37000000.0
3.0,5,2,2011.0,9.0,97.0,3,128500000.0
3.0,3,2,2022.0,1.0,90.0,3,67000000.0
1.0,3,2,2015.0,3.0,35.1,3,31500000.0
2.0,3,2,2022.0,3.0,38.0,3,36700000.0
1.0,4,2,2023.0,5.0,36.5,4,14540000.0
1.0,2,1,1974.0,2.0,35.1,3,25900000.0
2.0,2,2,2023.0,5.0,79.1,0,44000000.0
2.0,7,2,2022.0,7.0,65.0,4,28000000.0
2.0,1,3,1980.0,6.0,62.0,3,45000000.0
2.0,3,2,2022.0,6.0,56.0,4,39500000.0
2.0,6,2,2021.0,2.0,57.0,3,27500000.0
2.0,6,2,2013.0,1.0,50.0,4,28500000.0
3.0,7,2,2015.0,9.0,76.0,3,33500000.0
2.0,6,2,2020.0,5.0,60.0,3,35000000.0
2.0,4,2,2008.0,6.0,64.0,3,26000000.0
2.0,3,2,2022.0,10.0,44.0,3,44000000.0
2.0,0,2,2017.0,4.0,58.5,3,33500000.0
1.0,3,3,1978.0,2.0,19.0,3,15600000.0
2.0,6,2,2022.0,5.0,51.0,3,30000000.0
3.0,2,1,1974.0,3.0,84.5,3,50000000.0
2.0,2,2,2022.0,2.0,51.0,4,41600000.0
2.0,6,2,2023.0,6.0,78.0,0,31300000.0
2.0,5,2,2020.0,3.0,62.1,3,43500000.0
1.0,5,2,2020.0,2.0,35.1,3,25000000.0
3.0,3,2,2004.0,6.0,96.7,3,65000000.0
2.0,0,2,2020.0,8.0,58.5,3,34500000.0
3.0,2,3,1982.0,1.0,62.0,3,39450000.0
3.0,2,3,1986.0,6.0,70.0,3,49000000.0
1.0,0,2,2019.0,1.0,45.0,3,26000000.0
2.0,3,2,2018.0,1.0,39.4,3,37000000.0
3.0,3,3,1976.0,5.0,66.3,3,38500000.0
3.0,3,1,1969.0,1.0,87.2,3,67500000.0
3.0,3,2,2022.0,1.0,83.0,3,79900000.0
1.0,2,2,2023.0,10.0,46.22,4,21769620.0
4.0,6,2,2013.0,10.0,160.0,3,47500000.0
3.0,6,2,2019.0,4.0,75.3,3,45500000.0
3.0,1,2,2008.0,11.0,120.0,3,97999000.0
3.0,3,2,2015.0,11.0,126.4,3,87000000.0
3.0,6,2,2019.0,2.0,76.0,3,36500000.0
2.0,3,2,2023.0,16.0,47.0,3,47500000.0
2.0,0,2,2020.0,12.0,60.0,3,32000000.0
3.0,0,2,2018.0,7.0,90.0,3,46999999.0
3.0,3,2,2020.0,11.0,80.0,3,103500000.0
3.0,0,2,2014.0,9.0,74.5,3,45000000.0
1.0,2,3,1987.0,2.0,10.6,1,9000000.0
3.0,7,1,2007.0,4.0,77.3,3,42000000.0
2.0,3,2,2020.0,11.0,58.0,3,86000000.0
4.0,5,2,2007.0,4.0,175.0,3,292000000.0
2.0,1,2,2013.0,13.0,85.0,3,49000000.0
3.0,2,3,1964.0,2.0,59.0,3,34500000.0
2.0,6,2,2021.0,7.0,71.6,3,32500000.0
1.0,6,2,2023.0,1.0,43.3,4,30500000.0
2.0,0,2,2017.0,10.0,58.5,3,31000000.0
3.0,0,2,2017.0,12.0,70.0,3,35500000.0
2.0,3,2,1985.0,5.0,50.0,3,45000000.0
1.0,6,2,2020.0,4.0,39.6,3,28500000.0
2.0,6,2,2022.0,3.0,63.7,3,34900000.0
3.0,1,3,1980.0,3.0,56.0,3,38600000.0
1.0,2,2,2018.0,4.0,48.0,4,32500000.0
2.0,2,2,2019.0,7.0,64.0,3,46900000.0
2.0,6,2,2020.0,8.0,64.0,3,36500000.0
3.0,6,2,2022.0,10.0,67.95,4,25000000.0
3.0,2,2,2007.0,10.0,90.0,3,45000000.0
1.0,3,2,2023.0,19.0,61.8,0,51000000.0
2.0,5,2,2021.0,3.0,55.0,3,29000000.0
3.0,0,2,2019.0,14.0,75.0,0,45000000.0
2.0,2,3,1994.0,9.0,60.0,3,43000000.0
2.0,3,2,2021.0,6.0,46.0,3,49000000.0
4.0,2,2,2022.0,8.0,95.0,3,60000000.0
3.0,5,2,2016.0,8.0,147.0,4,135000000.0
3.0,0,1,1989.0,4.0,74.4,3,41000000.0
1.0,2,1,1970.0,2.0,12.0,3,6500000.0
2.0,6,2,2023.0,2.0,65.0,4,27500000.0
2.0,4,2,2022.0,2.0,58.9,3,47500000.0
3.0,7,3,1993.0,5.0,76.0,2,35000000.0
1.0,3,2,2025.0,4.0,35.4,3,43000000.0
2.0,2,2,2019.0,10.0,70.0,3,54500000.0
3.0,2,2,2018.0,4.0,98.4,3,64000000.0
4.0,2,3,1992.0,7.0,91.0,3,55000000.0
2.0,2,2,1991.0,7.0,55.4,3,34000000.0
2.0,0,2,2013.0,9.0,64.0,2,24450000.0
2.0,1,2,2019.0,6.0,57.0,3,48000000.0
3.0,2,2,2014.0,2.0,72.0,3,65000000.0
2.0,3,2,2022.0,1.0,61.4,4,37950000.0
2.0,6,2,2023.0,3.0,81.0,4,49900000.0
3.0,2,3,1968.0,1.0,60.0,2,27500000.0
3.0,6,2,2013.0,2.0,67.0,3,53000000.0
2.0,2,3,1976.0,4.0,44.0,1,29500000.0
2.0,3,1,1976.0,4.0,62.0,3,53000000.0
2.0,2,2,2022.0,5.0,72.0,3,60000000.0
1.0,0,2,2018.0,9.0,48.0,3,26000000.0
1.0,4,1,1987.0,3.0,35.1,3,21000000.0
1.0,3,3,1988.0,8.0,40.0,1,34000000.0
2.0,5,2,2021.0,2.0,67.0,3,54000000.0
2.0,6,2,2012.0,11.0,94.0,3,38000000.0
2.0,3,2,2018.0,10.0,58.5,4,37000000.0
3.0,7,1,1972.0,2.0,74.2,3,28900000.0
2.0,3,2,2023.0,7.0,53.0,4,39700000.0
4.0,6,2,2012.0,10.0,160.0,3,46500000.0
2.0,7,2,2022.0,5.0,69.5,3,43000000.0
4.0,6,3,1988.0,5.0,80.0,3,37000000.0
1.0,6,3,1989.0,8.0,38.4,3,18800000.0
2.0,2,2,1988.0,4.0,56.8,3,34500000.0
2.0,3,2,2016.0,2.0,43.0,3,26500000.0
6.0,3,2,2023.0,2.0,271.6,0,195000000.0
1.0,2,3,1972.0,3.0,30.5,3,17000000.0
3.0,5,2,2017.0,5.0,78.0,3,85800000.0
2.0,3,3,1974.0,2.0,43.0,3,30500000.0
2.0,0,2,2023.0,3.0,52.0,3,27500000.0
2.0,2,2,2005.0,7.0,60.0,1,39000000.0
2.0,1,1,1961.0,3.0,45.2,2,42000000.0
1.0,2,2,2018.0,6.0,24.3,3,18100000.0
3.0,3,3,1975.0,5.0,58.0,3,35000000.0
2.0,2,2,2023.0,1.0,54.0,0,41000000.0
3.0,2,2,1997.0,5.0,64.7,3,45500000.0
4.0,2,3,1986.0,5.0,84.0,3,45000000.0
1.0,5,2,2020.0,4.0,54.2,3,45500000.0
2.0,5,2,2015.0,1.0,87.7,3,42000000.0
3.0,4,3,1987.0,5.0,56.0,3,30500000.0
6.0,5,2,2014.0,5.0,420.0,3,930000000.0
3.0,6,2,2019.0,8.0,74.0,3,39000000.0
2.0,3,3,1975.0,3.0,43.0,3,34500000.0
3.0,2,3,1974.0,4.0,59.3,3,36000000.0
1.0,0,2,2022.0,1.0,30.0,2,11700000.0
1.0,7,2,2024.0,3.0,32.0,4,13800000.0
2.0,1,3,1980.0,3.0,45.0,3,39800000.0
3.0,0,2,2011.0,5.0,90.0,3,39900000.0
4.0,3,2,2008.0,5.0,160.0,3,165000000.0
1.0,3,2,2023.0,16.0,48.0,3,60600000.0
1.0,1,3,1988.0,1.0,45.0,3,38500000.0
1.0,6,2,2023.0,9.0,40.0,3,26000000.0
2.0,6,2,2020.0,9.0,61.0,3,29000000.0
1.0,7,2,2016.0,8.0,45.0,3,25500000.0
1.0,6,2,2022.0,12.0,41.68,0,19200000.0
2.0,3,1,1962.0,2.0,39.2,2,24000000.0
1.0,1,2,1990.0,1.0,38.0,3,26000000.0
3.0,3,2,2006.0,5.0,120.7,3,95000000.0
2.0,1,2,2021.0,13.0,48.0,3,66000000.0
3.0,2,3,1990.0,5.0,68.7,1,40000000.0
1.0,2,3,1965.0,4.0,31.0,3,23000000.0
2.0,3,2,2023.0,2.0,80.0,0,40500000.0
1.0,6,2,2012.0,2.0,60.0,3,25000000.0
1.0,1,3,1981.0,3.0,39.2,3,27500000.0
2.0,2,3,1980.0,3.0,44.2,3,27500000.0
3.0,3,3,1972.0,4.0,63.3,3,45000000.0
3.0,1,2,2019.0,4.0,102.0,3,140000000.0
2.0,2,3,1991.0,2.0,65.0,3,45000000.0
1.0,7,2,2019.0,2.0,49.0,3,28000000.0
3.0,1,1,1963.0,3.0,56.0,3,38500000.0
3.0,2,3,1969.0,3.0,58.0,3,33000000.0
1.0,0,2,2013.0,9.0,46.0,3,24800000.0
4.0,3,2,2019.0,8.0,150.0,4,126000000.0
1.0,1,1,1990.0,3.0,33.0,3,17000000.0
3.0,0,2,2016.0,3.0,76.0,2,32500000.0
2.0,5,3,1985.0,8.0,60.0,3,52500000.0
1.0,4,3,1982.0,3.0,31.0,1,20000000.0
3.0,5,3,1970.0,2.0,74.1,3,62000000.0
3.0,5,2,2015.0,7.0,112.1,3,120000000.0
3.0,2,1,1994.0,2.0,74.0,3,50000000.0
3.0,2,2,2009.0,3.0,120.0,3,69500000.0
3.0,0,2,2017.0,3.0,98.0,3,50000000.0
2.0,6,2,2020.0,3.0,60.1,3,31999999.0
1.0,2,2,2015.0,11.0,43.0,0,24500000.0
2.0,0,2,2014.0,2.0,64.0,3,33500000.0
2.0,3,1,1965.0,1.0,46.0,3,35000000.0
3.0,2,3,1967.0,3.0,58.0,3,38900000.0
2.0,7,0,1962.0,2.0,44.9,3,17000000.0
1.0,1,2,2022.0,7.0,33.9,3,27500000.0
3.0,0,2,2014.0,5.0,72.0,3,25600000.0
2.0,3,3,1975.0,2.0,45.0,3,31000000.0
3.0,3,2,2009.0,2.0,100.0,3,60500000.0
2.0,1,1,1988.0,4.0,54.0,3,46000000.0
3.0,5,2,2019.0,1.0,55.0,3,28000000.0
4.0,3,2,2016.0,1.0,145.0,3,155000000.0
2.0,4,2,2007.0,9.0,80.0,3,35500000.0
3.0,4,3,1983.0,4.0,64.0,3,37500000.0
3.0,5,1,1974.0,5.0,82.7,3,75500000.0
3.0,3,2,2021.0,3.0,69.1,3,83000000.0
2.0,2,3,1963.0,3.0,43.0,1,27000000.0
2.0,3,2,2021.0,10.0,74.9,3,72500000.0
2.0,3,2,2016.0,6.0,54.0,3,50000000.0
2.0,5,2,2008.0,17.0,48.0,3,65000000.0
1.0,2,2,2008.0,9.0,32.0,3,18500000.0
2.0,1,3,1978.0,1.0,44.0,3,35553000.0
2.0,7,2,2015.0,5.0,64.9,3,37700000.0
3.0,0,2,2010.0,5.0,90.2,3,53000000.0
2.0,3,2,2006.0,14.0,86.0,3,80000000.0
1.0,2,2,2024.0,10.0,50.25,4,23667750.0
2.0,2,3,1991.0,4.0,54.0,3,33500000.0
2.0,1,2,2012.0,18.0,65.0,3,40000000.0
2.0,3,2,1978.0,12.0,65.0,3,64750000.0
1.0,7,1,1979.0,3.0,38.2,3,23000000.0
1.0,7,2,2023.0,7.0,41.0,3,25000000.0
3.0,3,3,1979.0,4.0,58.8,3,48700000.0
1.0,2,2,2024.0,5.0,46.18,4,24521580.0
3.0,2,3,1988.0,8.0,73.5,3,44500000.0
1.0,2,3,1967.0,2.0,31.0,3,21500000.0
2.0,3,2,2014.0,11.0,125.0,3,187500000.0
2.0,1,3,1973.0,4.0,43.5,3,32000000.0
4.0,1,3,1985.0,8.0,92.0,3,74900000.0
1.0,3,1,1976.0,4.0,13.0,3,8000000.0
3.0,3,2,2023.0,1.0,103.2,0,78000000.0
3.0,7,2,2017.0,5.0,75.8,3,33000000.0
2.0,6,2,2020.0,9.0,70.0,3,33500000.0
3.0,3,2,2024.0,1.0,62.0,4,34000000.0
2.0,5,2,2022.0,4.0,67.8,3,47500000.0
3.0,3,2,2022.0,2.0,85.0,3,93000000.0
2.0,4,2,2021.0,8.0,58.6,3,35500000.0
4.0,3,2,2010.0,14.0,136.0,3,155000000.0
3.0,2,2,2015.0,8.0,107.0,3,69900000.0
1.0,4,3,1985.0,5.0,40.0,3,24900000.0
2.0,0,2,2021.0,3.0,58.0,3,37000000.0
3.0,3,2,2020.0,3.0,140.5,3,235000000.0
1.0,7,3,2006.0,5.0,40.8,1,18700000.0
2.0,2,2,2018.0,5.0,68.0,3,50000000.0
2.0,2,3,1965.0,1.0,45.7,3,31300000.0
1.0,6,2,2021.0,9.0,31.0,4,16000000.0
3.0,3,2,2020.0,10.0,64.0,3,63000000.0
3.0,3,2,2016.0,8.0,106.0,3,105000000.0
3.0,2,3,1963.0,2.0,59.0,1,38000000.0
2.0,4,2,2007.0,8.0,55.9,3,39000000.0
1.0,0,2,2009.0,6.0,50.4,3,26500000.0
1.0,4,2,2023.0,7.0,49.5,0,31000000.0
1.0,0,2,2017.0,2.0,25.0,2,7500000.0
1.0,2,3,1966.0,4.0,33.0,3,21000000.0
2.0,0,2,2023.0,8.0,47.0,4,18500000.0
2.0,5,1,1958.0,1.0,39.8,3,31000000.0
1.0,6,2,2022.0,4.0,46.3,3,23000000.0
2.0,0,2,2019.0,3.0,63.0,1,28500000.0
2.0,7,2,2022.0,8.0,54.4,4,23500000.0
3.0,2,3,1987.0,9.0,74.0,3,45500000.0
1.0,1,3,1977.0,2.0,22.0,3,13500000.0
1.0,0,2,2017.0,5.0,44.0,3,24100000.0
2.0,1,2,2022.0,6.0,47.0,3,48500000.0
5.0,5,2,2017.0,10.0,175.0,0,125000000.0
2.0,3,1,1960.0,1.0,39.0,3,28000000.0
1.0,7,2,2016.0,4.0,45.0,3,24500000.0
3.0,1,2,2021.0,4.0,94.0,3,76500000.0
2.0,2,2,2023.0,6.0,74.32,4,51600000.0
2.0,2,3,1974.0,5.0,45.0,3,30500000.0
1.0,5,2,2023.0,8.0,38.0,3,26500000.0
3.0,1,2,2011.0,13.0,140.0,3,65000000.0
4.0,1,2,2015.0,3.0,211.0,0,179350000.0
4.0,1,2,2019.0,12.0,125.0,3,125000000.0
3.0,4,2,2022.0,12.0,70.0,3,55000000.0
1.0,7,3,2018.0,2.0,44.8,3,23500000.0
2.0,5,1,1961.0,3.0,40.0,3,40500000.0
3.0,3,2,2022.0,14.0,104.0,3,99000000.0
4.0,6,2,2013.0,3.0,109.0,3,86000000.0
1.0,0,0,2014.0,1.0,44.4,3,15000000.0
3.0,1,3,1972.0,5.0,58.3,3,37000000.0
1.0,0,2,2014.0,2.0,43.0,3,20000000.0
1.0,0,2,2018.0,2.0,40.0,3,25500000.0
1.0,0,1,2008.0,2.0,22.0,3,11000000.0
1.0,2,3,1994.0,2.0,42.0,3,29899900.0
4.0,2,1,1974.0,1.0,100.0,3,85000000.0
2.0,3,2,2020.0,16.0,70.0,3,62000000.0
2.0,7,1,2021.0,3.0,69.7,3,39400000.0
4.0,5,1,1991.0,1.0,78.2,1,103000000.0
1.0,1,1,1963.0,3.0,31.0,1,24500000.0
3.0,0,2,2015.0,5.0,96.0,3,47000000.0
2.0,2,2,2012.0,13.0,78.0,3,69000000.0
2.0,7,2,2018.0,2.0,63.5,3,33500000.0
2.0,4,3,1979.0,1.0,43.0,3,28000000.0
3.0,1,1,1968.0,3.0,68.0,3,57000000.0
2.0,2,2,2008.0,7.0,72.0,3,52000000.0
5.0,5,2,2015.0,9.0,210.0,3,175000000.0
3.0,5,2,2016.0,11.0,120.0,3,135000000.0
3.0,3,2,2003.0,6.0,93.6,1,73000000.0
3.0,3,3,1981.0,4.0,55.4,3,39500000.0
1.0,0,2,2022.0,6.0,37.0,4,16000000.0
1.0,6,2,2022.0,9.0,47.0,4,19000000.0
3.0,1,3,1978.0,5.0,60.0,1,32000000.0
3.0,3,2,2023.0,5.0,113.5,0,88000000.0
3.0,5,2,2022.0,3.0,72.4,2,38000000.0
5.0,5,2,2022.0,12.0,193.6,0,139000000.0
2.0,4,2,2010.0,6.0,65.0,3,26200000.0
