number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
2.0,3,2,2023.0,16.0,55.0,4,55000000.0
5.0,3,2,2012.0,4.0,220.0,3,120000000.0
3.0,2,3,1982.0,2.0,59.3,3,35000000.0
1.0,2,2,2005.0,6.0,44.0,3,27990000.0
4.0,3,1,2023.0,5.0,184.0,4,299999999.0
2.0,3,2,2017.0,9.0,52.0,3,43000000.0
1.0,2,2,2002.0,7.0,38.0,3,30990000.0
2.0,1,1,1980.0,4.0,65.0,3,50000000.0
3.0,3,1,1975.0,2.0,85.0,3,68200000.0
2.0,7,0,2022.0,4.0,50.2,3,31000000.0
2.0,2,3,1968.0,4.0,46.0,3,23000000.0
1.0,3,3,1971.0,4.0,32.0,3,27000000.0
1.0,0,2,2022.0,7.0,45.0,3,30000000.0
1.0,2,3,1964.0,1.0,33.0,3,20700000.0
2.0,2,3,1963.0,4.0,44.0,3,24000000.0
2.0,2,3,1965.0,3.0,45.0,3,23500000.0
2.0,2,3,1966.0,2.0,44.0,3,25500000.0
3.0,3,1,1992.0,1.0,92.8,3,61000000.0
2.0,2,3,1968.0,2.0,43.0,3,25000000.0
3.0,5,2,2005.0,8.0,120.0,3,96000000.0
2.0,2,3,1965.0,4.0,44.0,3,24500000.0
1.0,4,1,1960.0,2.0,27.0,3,14200000.0
1.0,2,3,1965.0,3.0,16.4,1,12500000.0
3.0,3,3,1974.0,5.0,59.0,1,29500000.0
1.0,2,3,1994.0,3.0,42.0,3,29900000.0
1.0,0,2,2014.0,7.0,31.9,3,14700000.0
4.0,3,2,1983.0,7.0,85.4,2,68000000.0
1.0,2,2,2011.0,1.0,42.0,3,32000000.0
2.0,3,3,1976.0,4.0,44.0,1,33000000.0
2.0,1,1,1976.0,5.0,62.0,1,38500000.0
2.0,6,2,2021.0,6.0,50.0,3,26350000.0
3.0,2,2,2021.0,8.0,73.0,3,63000000.0
3.0,2,3,1969.0,3.0,59.1,3,30000000.0
1.0,1,2,2012.0,10.0,50.0,3,38000000.0
3.0,3,3,1974.0,1.0,60.0,3,37500000.0
3.0,7,2,2021.0,4.0,72.0,3,45000000.0
2.0,1,1,1970.0,5.0,54.0,3,31000000.0
3.0,7,2,2021.0,6.0,94.4,3,68000000.0
2.0,3,2,2010.0,9.0,91.0,3,79999999.0
3.0,3,2,2022.0,13.0,80.0,3,66000000.0
3.0,1,2,2018.0,3.0,120.0,3,116999995.0
2.0,3,2,2015.0,14.0,67.0,3,54000000.0
1.0,2,1,1991.0,1.0,36.0,3,25990000.0
2.0,3,2,2022.0,8.0,46.5,4,52500000.0
2.0,3,2,2023.0,18.0,59.4,4,49900000.0
4.0,3,1,1963.0,1.0,66.8,3,68000000.0
4.0,7,2,2016.0,2.0,92.0,2,47000000.0
1.0,5,1,1982.0,1.0,34.0,1,23500000.0
2.0,4,2,2018.0,7.0,63.4,3,45000000.0
2.0,5,3,1973.0,4.0,45.0,3,33000000.0
3.0,3,3,1992.0,6.0,80.0,3,69000000.0
2.0,2,2,2000.0,1.0,54.0,3,33000000.0
3.0,3,2,2007.0,18.0,92.0,3,90000000.0
3.0,3,3,1974.0,4.0,58.0,3,48000000.0
3.0,1,2,2008.0,8.0,120.0,3,93999999.0
1.0,2,2,2017.0,10.0,36.0,3,29990000.0
3.0,1,3,1971.0,3.0,62.0,3,36000000.0
2.0,3,3,1980.0,5.0,51.0,3,45500000.0
1.0,3,3,1975.0,5.0,31.0,3,21600000.0
7.0,5,2,2012.0,6.0,781.6,4,741000000.0
3.0,4,3,1985.0,5.0,68.0,3,44000000.0
1.0,2,1,1969.0,4.0,20.0,3,15000000.0
1.0,2,3,1979.0,4.0,33.7,3,24000000.0
1.0,1,2,2015.0,7.0,50.0,3,39000000.0
3.0,1,3,1969.0,1.0,60.7,3,32000000.0
2.0,3,2,2022.0,3.0,48.8,3,40000000.0
2.0,1,2,2009.0,7.0,80.0,3,66999999.0
2.0,2,3,1975.0,1.0,48.0,3,25000000.0
1.0,2,3,1992.0,1.0,41.0,3,25000000.0
1.0,2,3,1974.0,4.0,33.7,1,24000000.0
2.0,3,3,1978.0,3.0,44.0,1,33000000.0
3.0,0,2,2019.0,4.0,70.0,1,29000000.0
3.0,1,2,2013.0,6.0,105.0,3,94999995.0
3.0,1,2,2012.0,9.0,83.0,3,49000000.0
1.0,2,3,1964.0,1.0,32.0,3,20700000.0
1.0,6,2,2023.0,10.0,31.0,0,15350000.0
1.0,0,2,2010.0,6.0,45.0,3,25000000.0
2.0,0,2,2022.0,12.0,58.0,3,37000000.0
1.0,0,2,2018.0,9.0,36.6,3,24500000.0
3.0,4,2,2022.0,9.0,81.9,3,48000000.0
1.0,0,2,2017.0,4.0,44.0,1,19500000.0
2.0,3,3,1978.0,4.0,44.0,3,34000000.0
3.0,3,2,2019.0,10.0,93.0,3,95000000.0
3.0,5,2,2018.0,6.0,81.0,3,58990000.0
3.0,3,1,1993.0,2.0,70.0,3,60000000.0
3.0,5,2,2015.0,4.0,110.0,3,90999999.0
2.0,3,2,2023.0,9.0,73.0,2,71000000.0
2.0,1,2,2019.0,5.0,49.0,3,49999999.0
3.0,6,2,2013.0,10.0,68.0,4,23900000.0
3.0,4,3,1986.0,4.0,65.0,3,38500000.0
1.0,1,2,2019.0,4.0,43.0,3,33499999.0
1.0,2,1,1964.0,1.0,37.0,3,19500000.0
2.0,6,2,2023.0,2.0,69.0,0,43500000.0
4.0,3,2,2022.0,19.0,100.0,3,69000000.0
3.0,1,3,1968.0,4.0,61.1,1,36000000.0
4.0,1,2,2016.0,12.0,120.0,3,75999999.0
2.0,3,2,2015.0,10.0,60.0,3,40000000.0
3.0,1,1,1978.0,1.0,62.0,3,36000000.0
2.0,4,3,1987.0,5.0,60.0,3,35000000.0
3.0,3,1,1971.0,2.0,100.0,1,56000000.0
1.0,2,3,1966.0,2.0,33.0,3,20000000.0
3.0,3,2,2008.0,1.0,107.0,3,107000000.0
3.0,3,2,2021.0,7.0,115.0,3,139900000.0
3.0,3,2,2013.0,9.0,106.0,3,92000000.0
2.0,5,1,1959.0,2.0,43.4,1,40000000.0
1.0,2,3,1968.0,2.0,32.0,3,21000000.0
3.0,3,1,1978.0,3.0,82.0,3,59000000.0
1.0,4,2,2008.0,3.0,40.0,3,19000000.0
1.0,1,2,2020.0,4.0,31.4,4,22000000.0
2.0,4,2,2008.0,5.0,65.0,3,25500000.0
4.0,1,2,2012.0,6.0,115.0,3,57499999.0
2.0,0,2,2023.0,2.0,41.0,3,32000000.0
2.0,2,3,1966.0,2.0,44.0,3,23500000.0
1.0,0,2,2017.0,1.0,41.0,3,22999999.0
3.0,5,2,2019.0,3.0,130.0,0,115000000.0
3.0,3,2,2007.0,1.0,176.0,3,148000000.0
4.0,3,2,2010.0,7.0,157.0,3,158565000.0
4.0,1,2,2012.0,16.0,120.0,3,65999999.0
3.0,3,2,2022.0,2.0,80.0,3,65000000.0
1.0,3,1,1980.0,2.0,15.0,1,9500000.0
1.0,3,2,2024.0,8.0,51.0,4,55000000.0
2.0,4,2,2006.0,4.0,57.3,3,32500000.0
2.0,1,2,2012.0,16.0,75.0,3,39999999.0
1.0,4,1,2013.0,2.0,17.0,1,7600000.0
2.0,4,0,2014.0,1.0,27.0,3,11600000.0
2.0,3,3,1987.0,4.0,55.0,1,39500000.0
2.0,2,1,1994.0,3.0,111.5,3,58800000.0
3.0,1,3,1987.0,3.0,68.2,3,48000000.0
3.0,3,2,2007.0,15.0,122.0,3,140000000.0
2.0,2,3,1988.0,2.0,52.0,3,34000000.0
3.0,1,2,2012.0,7.0,100.0,3,54000000.0
4.0,3,2,2019.0,2.0,142.0,3,110000000.0
3.0,2,1,1976.0,3.0,68.2,2,38000000.0
4.0,3,2,2019.0,2.0,97.0,3,88000000.0
2.0,0,2,2019.0,4.0,58.0,3,40500000.0
2.0,3,2,2022.0,1.0,50.0,3,50700000.0
1.0,2,3,1979.0,4.0,33.7,3,24000000.0
2.0,2,1,1967.0,1.0,43.0,1,25000000.0
12.0,5,1,2015.0,3.0,850.0,3,1450000000.0
5.0,5,2,2014.0,4.0,185.0,3,170000000.0
8.0,5,1,2019.0,2.0,500.0,3,954000000.0
1.0,2,1,1975.0,3.0,36.0,3,29470000.0
2.0,1,0,1947.0,1.0,46.1,3,25500000.0
2.0,0,1,1991.0,5.0,47.1,3,27500000.0
1.0,0,1,1990.0,2.0,25.0,3,13000000.0
3.0,3,3,1973.0,5.0,60.0,3,33500000.0
2.0,3,1,1974.0,5.0,71.1,3,68000000.0
3.0,5,2,2007.0,7.0,76.0,3,43000000.0
2.0,0,2,2009.0,9.0,66.0,3,35500000.0
3.0,1,1,1975.0,3.0,63.0,3,40000000.0
1.0,3,1,1963.0,4.0,32.1,1,23500000.0
1.0,1,1,1963.0,1.0,34.0,3,24200000.0
2.0,1,2,2012.0,6.0,62.0,3,35000000.0
2.0,5,3,1985.0,3.0,42.0,3,75000000.0
4.0,1,3,1978.0,5.0,78.0,1,47000000.0
2.0,6,1,1989.0,5.0,42.0,1,27000000.0
2.0,3,1,1961.0,2.0,43.0,3,32500000.0
2.0,3,2,2019.0,8.0,55.0,3,42000000.0
4.0,5,2,1991.0,4.0,80.0,1,65000000.0
2.0,3,2,2019.0,14.0,58.0,3,44500000.0
3.0,1,2,2018.0,3.0,72.0,3,43000000.0
1.0,0,2,2024.0,12.0,41.4,4,25300000.0
2.0,3,1,1979.0,3.0,56.0,3,39000000.0
1.0,2,1,1988.0,3.0,32.4,1,22500000.0
4.0,1,2,2019.0,11.0,125.0,3,86999999.0
1.0,4,3,1986.0,5.0,39.4,3,26000000.0
4.0,3,1,2008.0,2.0,150.0,3,96000000.0
1.0,4,3,1985.0,3.0,31.0,3,21000000.0
3.0,5,3,1990.0,9.0,65.0,3,53000000.0
1.0,3,2,2019.0,7.0,45.0,3,40000000.0
1.0,1,3,1979.0,5.0,17.5,3,17500000.0
3.0,2,3,1991.0,6.0,75.8,3,58000000.0
2.0,7,2,2022.0,10.0,51.0,3,33000000.0
2.0,3,2,2015.0,6.0,51.0,3,45000000.0
2.0,3,1,1986.0,2.0,45.0,3,38499000.0
1.0,1,1,1985.0,4.0,26.0,3,18500000.0
4.0,5,2,2007.0,13.0,207.2,3,220000000.0
2.0,3,2,2019.0,5.0,54.0,3,40000000.0
2.0,3,2,2015.0,4.0,72.0,3,62000000.0
2.0,3,2,2014.0,8.0,57.4,3,51000000.0
2.0,5,2,2018.0,3.0,71.0,3,107000000.0
2.0,3,3,1982.0,4.0,61.5,3,39000000.0
2.0,5,2,2016.0,2.0,65.0,4,62000000.0
2.0,3,1,1979.0,3.0,56.0,3,39000000.0
2.0,3,1,1979.0,2.0,53.0,3,38000000.0
2.0,1,3,1978.0,4.0,57.0,3,30000000.0
3.0,2,3,1988.0,9.0,74.0,3,37500000.0
3.0,1,3,1975.0,5.0,60.0,3,38000000.0
3.0,1,3,1985.0,4.0,66.0,3,39000000.0
2.0,3,2,2018.0,2.0,60.0,0,59000000.0
2.0,1,2,2016.0,18.0,55.0,1,34000000.0
2.0,4,2,2008.0,2.0,64.0,3,29500000.0
2.0,2,3,1987.0,1.0,57.0,3,34000000.0
2.0,3,3,1962.0,4.0,43.5,3,26500000.0
3.0,6,2,2023.0,1.0,123.0,4,80000000.0
2.0,1,1,1982.0,3.0,34.0,3,20000000.0
1.0,5,3,1968.0,2.0,32.0,3,26000000.0
2.0,2,3,1963.0,1.0,42.6,3,25000000.0
1.0,7,2,2014.0,5.0,40.0,1,25000000.0
1.0,0,2,2011.0,5.0,30.0,3,18500000.0
4.0,3,2,2011.0,2.0,161.0,3,93000000.0
2.0,3,2,2022.0,7.0,64.0,3,67000000.0
3.0,2,3,1986.0,5.0,74.0,3,44500000.0
1.0,0,1,1990.0,2.0,25.0,3,14000000.0
4.0,1,2,2012.0,8.0,95.0,3,60000000.0
2.0,3,2,2018.0,7.0,55.0,3,60000000.0
1.0,2,3,1984.0,2.0,18.0,3,13300000.0
2.0,5,1,1952.0,1.0,43.0,2,15000000.0
1.0,3,2,2022.0,8.0,44.0,3,47500000.0
3.0,3,2,2021.0,13.0,73.0,3,81800000.0
1.0,0,2,2014.0,7.0,31.9,3,24000000.0
1.0,2,1,1983.0,3.0,44.0,3,26500000.0
1.0,2,3,1988.0,4.0,32.3,3,24000000.0
1.0,5,1,1984.0,2.0,34.4,3,30000000.0
4.0,1,3,1975.0,2.0,79.0,3,49900000.0
3.0,0,2,2018.0,1.0,71.0,3,38000000.0
4.0,5,2,2009.0,3.0,225.0,3,405000000.0
2.0,3,3,1975.0,1.0,43.0,3,29500000.0
3.0,3,1,1974.0,4.0,62.0,3,34000000.0
3.0,3,2,2012.0,5.0,105.0,3,107000000.0
3.0,1,2,2012.0,10.0,115.0,3,112000000.0
2.0,3,2,2022.0,5.0,50.0,3,58000000.0
2.0,0,2,2012.0,4.0,59.0,3,30000000.0
1.0,6,2,2023.0,6.0,25.72,4,13500000.0
1.0,4,2,2008.0,1.0,40.0,3,22500000.0
1.0,6,2,2019.0,8.0,40.0,3,22500000.0
2.0,3,2,2012.0,16.0,83.0,3,52000000.0
2.0,3,2,2019.0,9.0,55.0,3,40000000.0
3.0,3,2,2022.0,1.0,95.1,4,52311000.0
3.0,1,3,1986.0,2.0,70.0,3,48000000.0
3.0,2,3,1989.0,7.0,70.0,3,43000000.0
3.0,3,2,2019.0,15.0,98.0,4,53000000.0
3.0,3,1,1995.0,5.0,80.0,3,58500000.0
1.0,3,3,1974.0,4.0,35.0,3,19500000.0
2.0,6,2,2022.0,6.0,63.0,3,44000000.0
3.0,2,2,1975.0,9.0,75.0,3,44000000.0
3.0,3,2,2008.0,12.0,99.9,3,85000000.0
1.0,2,3,1974.0,5.0,31.0,3,20800000.0
1.0,6,2,2022.0,2.0,26.0,3,17500000.0
1.0,6,2,2023.0,10.0,31.0,3,17900000.0
2.0,4,1,1984.0,2.0,45.0,2,25000000.0
3.0,2,2,2006.0,2.0,107.0,3,65000000.0
1.0,2,3,1989.0,4.0,40.0,3,25500000.0
4.0,1,2,2006.0,12.0,158.0,3,160000000.0
1.0,2,3,1978.0,4.0,21.0,3,16000000.0
1.0,4,2,2007.0,3.0,50.0,3,32000000.0
1.0,6,2,2021.0,7.0,43.0,3,24700000.0
3.0,3,2,2016.0,2.0,140.0,3,80000000.0
6.0,5,2,2008.0,20.0,464.0,3,355000000.0
1.0,3,2,2023.0,14.0,31.0,4,28000000.0
1.0,3,2,2023.0,8.0,53.1,4,57000000.0
3.0,5,2,2008.0,7.0,168.0,3,135000001.0
3.0,3,2,2019.0,3.0,102.0,3,90000000.0
3.0,3,2,2016.0,3.0,81.0,3,74000000.0
1.0,7,1,1986.0,5.0,36.0,3,18000000.0
3.0,2,3,1969.0,4.0,62.0,3,35000000.0
3.0,1,3,1988.0,1.0,70.0,3,46500000.0
2.0,2,3,1984.0,1.0,42.0,3,31000000.0
3.0,1,3,1976.0,2.0,59.0,3,40000000.0
1.0,0,2,2011.0,9.0,30.0,3,17600000.0
3.0,3,1,1979.0,3.0,61.0,3,39000000.0
3.0,1,2,2006.0,5.0,68.0,3,44000000.0
3.0,3,2,2019.0,3.0,100.0,4,87000000.0
1.0,5,2,2024.0,6.0,26.25,4,11000000.0
2.0,3,2,2010.0,5.0,80.0,3,55000000.0
1.0,7,2,2023.0,3.0,43.24,4,22000000.0
3.0,0,2,2011.0,8.0,90.2,3,49800000.0
2.0,3,2,2016.0,10.0,63.0,3,52000000.0
2.0,2,1,2021.0,3.0,50.0,3,52000000.0
1.0,4,2,2021.0,4.0,39.0,3,27000000.0
1.0,6,2,2022.0,1.0,31.0,1,21000000.0
2.0,3,2,2023.0,1.0,100.1,0,68500000.0
2.0,3,2,2023.0,12.0,56.0,2,62500000.0
3.0,3,2,2015.0,2.0,95.0,3,96000000.0
4.0,3,3,1977.0,4.0,78.0,3,59999999.0
3.0,1,3,1963.0,2.0,60.0,3,35000000.0
3.0,1,3,1969.0,1.0,61.0,3,31500000.0
3.0,3,1,1965.0,1.0,57.8,3,48000000.0
1.0,0,2,2011.0,3.0,30.0,3,19000000.0
3.0,5,3,1975.0,4.0,60.0,1,39300000.0
4.0,1,1,1955.0,2.0,131.0,3,110000000.0
3.0,2,2,2020.0,10.0,74.0,3,46000000.0
1.0,6,2,2023.0,9.0,35.0,3,23000000.0
2.0,5,2,2017.0,14.0,68.0,0,36800000.0
1.0,7,2,2022.0,1.0,50.0,4,27000000.0
3.0,3,2,2018.0,9.0,74.5,3,65000000.0
1.0,1,1,1974.0,5.0,20.4,3,15500000.0
2.0,7,1,1989.0,1.0,56.8,3,32000000.0
1.0,0,2,2014.0,5.0,39.3,3,22500000.0
1.0,2,2,2023.0,1.0,45.5,4,29000000.0
3.0,2,1,1990.0,2.0,66.4,3,53000000.0
1.0,2,3,1986.0,2.0,42.9,3,28000000.0
2.0,5,2,2017.0,14.0,70.0,0,39000000.0
2.0,3,2,2023.0,3.0,62.0,4,46000000.0
3.0,6,2,2014.0,10.0,75.0,3,36000000.0
1.0,7,2,2023.0,4.0,51.0,0,22000000.0
1.0,7,2,2016.0,4.0,30.0,3,27000000.0
3.0,7,2,2018.0,5.0,76.0,3,43000000.0
1.0,4,2,1986.0,1.0,33.0,1,20500000.0
3.0,3,2,2023.0,2.0,99.5,4,57700000.0
5.0,1,2,2008.0,4.0,150.0,3,95999999.0
2.0,0,2,2023.0,9.0,46.74,4,21500000.0
3.0,1,2,2022.0,5.0,107.2,4,120000000.0
3.0,2,2,2022.0,5.0,98.8,3,67500000.0
3.0,6,2,2021.0,1.0,78.0,3,49000000.0
1.0,2,3,1974.0,4.0,11.0,1,7500000.0
3.0,6,2,2016.0,3.0,100.0,3,70000000.0
3.0,3,3,1975.0,2.0,62.0,3,45000000.0
8.0,3,1,2000.0,9.0,391.0,3,195000000.0
3.0,2,3,1965.0,1.0,58.3,3,35000000.0
2.0,6,2,2023.0,9.0,51.9,0,28000000.0
2.0,3,2,2015.0,10.0,70.0,3,59000000.0
3.0,6,2,2019.0,2.0,73.0,3,39000000.0
2.0,6,2,2012.0,6.0,98.0,3,31500000.0
1.0,1,2,2023.0,7.0,43.0,4,31000000.0
4.0,1,3,1992.0,4.0,88.0,3,64500000.0
2.0,1,2,2011.0,3.0,65.0,3,43000000.0
3.0,3,2,2020.0,9.0,110.0,3,130000000.0
1.0,5,2,2014.0,4.0,50.0,3,55000000.0
2.0,0,2,2015.0,1.0,70.0,3,32000000.0
3.0,5,1,1993.0,2.0,75.0,3,75000000.0
2.0,3,2,2021.0,3.0,78.0,3,70000000.0
2.0,2,3,1965.0,1.0,44.0,3,23500000.0
1.0,0,2,2011.0,2.0,45.0,3,25000000.0
1.0,0,1,1990.0,2.0,25.0,3,13000000.0
1.0,0,2,2018.0,9.0,27.0,3,21500000.0
3.0,0,2,2022.0,1.0,92.0,4,34000000.0
3.0,5,2,2021.0,9.0,90.0,3,100000000.0
2.0,2,3,1967.0,1.0,43.0,3,24000000.0
1.0,0,2,2024.0,3.0,35.34,4,15500000.0
3.0,4,2,2006.0,1.0,90.0,3,51000000.0
2.0,2,3,1965.0,3.0,45.0,3,25000000.0
1.0,0,2,2019.0,11.0,47.0,3,30000000.0
3.0,3,0,1985.0,1.0,68.0,3,62000000.0
1.0,1,3,1977.0,2.0,30.0,3,27500000.0
2.0,6,2,2017.0,1.0,63.0,3,35000000.0
3.0,2,2,2017.0,11.0,118.0,1,67000000.0
3.0,1,1,1986.0,1.0,70.0,1,63000000.0
1.0,0,2,2011.0,2.0,46.0,3,25000000.0
1.0,6,2,2022.0,10.0,52.5,3,34000000.0
3.0,0,2,2012.0,8.0,95.0,3,42000000.0
3.0,2,3,1983.0,5.0,58.3,3,34000000.0
4.0,5,2,2019.0,1.0,142.6,3,100000000.0
1.0,1,3,1974.0,2.0,32.0,3,28000000.0
1.0,6,2,2023.0,8.0,40.0,4,18350000.0
1.0,7,2,2006.0,1.0,39.0,3,23000000.0
4.0,2,3,1988.0,5.0,82.0,3,55000000.0
3.0,2,2,2008.0,7.0,103.0,3,59000000.0
2.0,3,2,2011.0,4.0,62.0,1,68000000.0
3.0,2,2,2014.0,2.0,100.0,3,80000000.0
1.0,0,2,2015.0,2.0,47.7,3,26000000.0
2.0,7,1,1984.0,3.0,54.0,3,27000000.0
1.0,2,3,1968.0,3.0,13.2,1,10500000.0
1.0,2,1,1969.0,2.0,18.0,3,12500001.0
3.0,1,3,1983.0,4.0,60.0,3,39000000.0
1.0,2,2,2018.0,12.0,62.0,3,47000000.0
2.0,3,3,2023.0,1.0,55.0,4,37990000.0
3.0,2,3,1968.0,3.0,62.0,3,50000000.0
3.0,1,2,2022.0,4.0,81.0,0,65000000.0
4.0,1,2,2022.0,4.0,140.0,4,98000000.0
2.0,6,2,2022.0,5.0,52.0,4,31200000.0
1.0,6,2,2019.0,2.0,40.0,3,27000000.0
2.0,6,2,2015.0,2.0,65.0,3,35800000.0
2.0,6,3,1990.0,2.0,51.5,3,26000000.0
1.0,0,3,2011.0,5.0,45.0,3,25600000.0
2.0,2,3,1969.0,1.0,46.0,3,28000000.0
3.0,3,1,1975.0,3.0,85.0,3,70000000.0
2.0,2,3,1965.0,3.0,44.0,3,26000000.0
2.0,1,3,1985.0,3.0,55.0,3,32500001.0
2.0,2,3,1967.0,3.0,45.0,3,25500000.0
2.0,2,3,1966.0,4.0,44.0,1,28000000.0
4.0,3,2,2021.0,2.0,142.0,3,160000000.0
2.0,1,1,1962.0,3.0,54.0,3,60000000.0
2.0,2,2,2014.0,7.0,68.0,3,52000000.0
3.0,4,3,1986.0,5.0,60.0,3,38000000.0
3.0,0,2,2011.0,5.0,80.0,3,34000000.0
1.0,6,2,2021.0,9.0,33.0,3,23000000.0
2.0,0,2,2011.0,5.0,42.0,3,26000000.0
2.0,0,2,2011.0,6.0,46.0,3,25600000.0
3.0,0,2,2018.0,3.0,72.0,3,43000000.0
1.0,0,2,2011.0,7.0,45.0,3,25500000.0
3.0,1,3,1974.0,4.0,58.0,3,38000000.0
3.0,3,3,1986.0,4.0,60.0,3,43000000.0
4.0,3,2,2005.0,8.0,167.0,3,150000000.0
2.0,2,1,1989.0,3.0,57.0,3,35000000.0
3.0,2,1,1986.0,3.0,64.0,3,40000000.0
3.0,5,1,1975.0,5.0,112.0,3,76000000.0
2.0,3,2,2016.0,8.0,70.0,3,56000000.0
2.0,5,2,2019.0,3.0,75.4,4,71000000.0
3.0,1,2,2019.0,11.0,82.0,3,65870000.0
1.0,3,2,2023.0,15.0,45.0,4,31000000.0
2.0,2,3,1966.0,2.0,45.0,3,26500000.0
3.0,3,2,2007.0,8.0,100.0,3,64000000.0
3.0,3,3,1970.0,1.0,58.0,3,45000000.0
1.0,6,2,2022.0,5.0,40.6,4,19700000.0
3.0,1,3,1973.0,2.0,55.0,3,35249990.0
2.0,5,3,1986.0,1.0,42.0,3,55000000.0
4.0,3,2,2010.0,10.0,139.0,3,89000000.0
1.0,7,2,2023.0,5.0,50.5,0,22000000.0
3.0,3,2,2022.0,6.0,102.0,0,59000000.0
3.0,3,2,2009.0,4.0,80.0,3,75000000.0
1.0,4,2,1968.0,3.0,40.0,3,32000000.0
1.0,4,2,2007.0,7.0,47.0,3,27700000.0
2.0,2,3,1967.0,2.0,44.0,3,25200000.0
3.0,1,3,1969.0,1.0,61.0,3,32000000.0
2.0,4,3,1985.0,3.0,60.0,3,28000000.0
1.0,6,2,2023.0,5.0,35.0,3,25000000.0
1.0,3,1,1961.0,4.0,31.0,3,20300000.0
3.0,3,3,1973.0,1.0,59.0,3,41000000.0
1.0,6,2,2019.0,1.0,44.0,3,20800000.0
3.0,5,2,2017.0,7.0,155.0,3,129000000.0
3.0,2,3,1988.0,3.0,70.0,3,52000000.0
3.0,5,3,1986.0,5.0,61.0,3,40000000.0
1.0,1,2,2023.0,2.0,28.0,0,20000000.0
1.0,6,2,2022.0,5.0,35.0,4,16300000.0
3.0,4,3,1983.0,4.0,69.0,3,43700000.0
2.0,2,2,2024.0,11.0,83.0,2,39600000.0
1.0,4,3,1986.0,1.0,33.0,2,20500000.0
1.0,1,1,1976.0,5.0,18.0,3,18000000.0
1.0,0,2,2023.0,5.0,45.4,0,20203000.0
3.0,1,1,1989.0,8.0,75.0,3,64000000.0
1.0,0,2,2019.0,7.0,38.0,3,25000000.0
2.0,3,1,1963.0,4.0,45.0,3,39000000.0
1.0,7,2,2022.0,9.0,32.0,3,19300000.0
2.0,6,2,2021.0,3.0,63.0,3,34500000.0
2.0,3,1,1986.0,5.0,52.0,3,43000000.0
2.0,0,2,2023.0,3.0,41.1,4,18500000.0
1.0,6,2,2024.0,3.0,41.0,3,11000000.0
1.0,0,2,2013.0,4.0,46.0,1,25500000.0
2.0,2,3,1967.0,4.0,43.0,3,34500000.0
3.0,6,2,2022.0,4.0,82.0,3,43000000.0
1.0,4,3,1985.0,3.0,44.3,3,26000000.0
3.0,2,3,1968.0,1.0,60.0,3,35000000.0
1.0,4,3,1986.0,1.0,40.0,1,24000000.0
2.0,1,3,1971.0,1.0,43.0,3,33500000.0
2.0,3,2,2008.0,16.0,63.0,3,60777777.0
2.0,2,3,1968.0,2.0,46.0,3,30000000.0
1.0,0,2,2020.0,4.0,37.0,3,29000000.0
2.0,3,2,2014.0,8.0,58.0,3,51000000.0
4.0,5,1,2006.0,1.0,410.0,1,540000000.0
1.0,7,1,1984.0,5.0,32.0,3,20000000.0
2.0,0,2,2021.0,2.0,53.0,3,28000000.0
2.0,4,1,1980.0,3.0,42.0,3,23000000.0
4.0,5,1,1991.0,5.0,100.0,3,95000000.0
3.0,2,3,1985.0,9.0,68.0,1,41000000.0
3.0,2,2,2015.0,5.0,102.0,3,65000000.0
2.0,0,2,2021.0,10.0,60.0,3,43000000.0
2.0,2,2,2012.0,15.0,155.0,3,72000000.0
3.0,4,3,1985.0,5.0,62.0,3,33000000.0
3.0,2,1,1990.0,5.0,74.0,1,41999999.0
4.0,2,2,2005.0,5.0,168.0,3,93000000.0
2.0,1,3,1981.0,5.0,53.3,3,34119119.0
2.0,0,2,2018.0,11.0,60.0,3,32000000.0
2.0,0,2,2019.0,12.0,60.0,3,28000000.0
2.0,0,2,2019.0,1.0,55.0,3,32500000.0
2.0,0,2,2019.0,5.0,60.0,3,30000000.0
2.0,0,2,2019.0,10.0,55.0,3,31300000.0
2.0,0,2,2019.0,9.0,60.0,3,33000000.0
2.0,0,2,2018.0,8.0,60.0,3,32000000.0
2.0,0,2,2019.0,9.0,60.0,3,32000000.0
3.0,0,2,2014.0,4.0,76.0,3,35000000.0
4.0,3,2,2023.0,14.0,143.0,4,125000000.0
2.0,0,2,2016.0,1.0,63.0,2,35000000.0
3.0,4,2,2007.0,1.0,92.1,3,52000000.0
2.0,1,2,2011.0,17.0,76.0,3,43000000.0
3.0,7,1,1970.0,2.0,54.0,1,31000000.0
1.0,2,3,1966.0,3.0,26.0,3,20000000.0
3.0,3,1,2011.0,5.0,100.0,3,63000000.0
3.0,3,2,2022.0,11.0,114.0,3,130000000.0
3.0,3,3,1976.0,1.0,55.8,3,38000000.0
3.0,3,3,1978.0,5.0,72.0,3,49500000.0
2.0,3,3,1973.0,2.0,46.0,3,32000000.0
1.0,6,2,2021.0,1.0,28.0,3,18000000.0
2.0,3,2,2020.0,5.0,65.0,4,55000000.0
3.0,6,2,2020.0,5.0,80.0,3,39900000.0
2.0,2,3,1991.0,1.0,47.4,3,32500000.0
3.0,5,3,1967.0,2.0,60.0,3,45000000.0
3.0,7,1,1960.0,2.0,60.0,3,22000000.0
3.0,0,1,1986.0,3.0,68.0,1,30000000.0
1.0,0,2,2021.0,4.0,37.0,3,26000000.0
2.0,6,2,2022.0,5.0,55.0,3,30000000.0
